id,customer_id,equipment_id,site_id,start_date,end_date,actual_return_date,daily_rate,total_cost,status,operator_name,carbon_footprint_kg,created_at
eac1e515-53f8-46fd-961e-d2a9cc4a5c9e,6b567828-70f9-42ea-aa79-c824a239f12b,68d17e85-bfc5-45c6-b9d0-5fe8592a5d70,8058987a-59d5-48ed-955b-52f9f30f5914,2025-08-24,2025-11-26,2025-11-26,721.96,67864.24,completed,Robyn Joyce,1287.05,2025-08-17
de833ba8-9728-4967-a81a-f4c3a478f4f7,4cf6ec55-a7f7-463a-b26c-5fa9ecff193c,d84af43c-8445-46f9-ad77-aac539092a8d,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2025-10-18,2025-10-27,2025-10-28,538.97,4850.73,completed,Alexandra Dunn,379.46,2025-10-16
59bb16f3-28ee-4c26-9cb0-509b1fef0964,e538d010-b52c-4c23-afe0-077b50aabbfa,8da23c2a-5abe-405b-82d9-47dd98fdda1d,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2025-05-10,2025-05-14,2025-05-15,967.01,3868.04,completed,,105.59,2025-05-09
976759f4-86aa-4f14-a4f9-80dc0d0deefe,2b04ea90-4ead-4b58-912d-a64ec9694a0c,523ae008-56cf-49dd-b2c2-25d09a9fc7f0,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2025-02-07,2025-02-13,2025-02-12,732.75,4396.5,completed,,51.53,2025-02-05
7b3491d9-684c-4cb3-9cb3-2aa85bead373,2138c6c8-dd06-4493-96dd-1325c5d121f7,d578e2cc-0219-4fb4-9f27-1fdc4bdee739,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-06-18,2025-08-15,2025-08-15,828.09,48029.22,completed,,1995.15,2025-06-17
fe928f85-81dc-44f6-addf-0ad135edd75e,654dddf4-fb54-4de8-bed2-79ced8278028,c69a04bd-a2d0-41a8-8fd8-fda8e023cd14,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-07-14,2025-07-19,2025-07-18,512.7,2563.5,completed,Jeffrey Green,177.91,2025-07-08
6616967a-6cec-484d-a68e-d309d31fcd33,5a50c836-ec68-4aeb-9182-abd10c298a3c,c5df0010-b24f-4d6f-951e-4b0703f20dfd,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2026-07-28,2026-08-02,,1367.49,6837.45,active,,140.66,2026-07-22
02ca0e8d-997f-4626-b718-2e6db6c5d044,124bd83d-5184-4007-bb65-d189bf5495e8,02201479-8d39-4d3e-ae65-ca272d741ea6,18e4f8de-b43c-4e3a-a59b-67a0e05c44ba,2025-08-25,2025-09-24,2025-09-26,1677.22,50316.6,completed,,1034.39,2025-08-24
0fe42739-535a-4c4c-afd3-ac070ca68a12,528d5dc5-fa22-4054-9dfb-5f7a8114c6cd,8a3d250c-6de4-4dac-a648-94e7f1907baa,4ad60986-1a7f-437e-8dae-9e430f78d12e,2025-04-20,2025-05-20,2025-05-19,682.43,20472.9,completed,Dr. Brandon Ortiz,450.73,2025-04-15
0016810b-9d0f-488e-85ef-593f7dc38b5c,76647c96-3126-4cc2-b315-7941cdbca7f7,ac122536-8c85-42fc-9eb2-e2d469100074,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2025-08-03,2025-08-07,2025-08-08,3412.42,13649.68,completed,,128.44,2025-07-31
b8b592c1-eae3-4891-a8bd-69f8b49135ea,012b7f96-c4b3-41ee-ab40-fa4c408c1e1e,a1a9e320-e0f1-44dc-a190-0bd5bc77388c,fa147dac-5631-4669-b9e0-c9a9086592f6,2024-11-05,2024-11-13,2024-11-13,2235.34,17882.72,completed,Jessica Brown,214.83,2024-10-31
801ac3af-bb33-435e-8e0d-8152670b5df4,82ea7a64-63ee-4c10-80a6-fdcc7d322da6,bb4efe15-9571-48db-9fa8-5262c897a655,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2024-09-19,2024-09-20,2024-09-20,1631.22,1631.22,completed,Christopher Pham,39.07,2024-09-15
dc60a5a4-bbe9-4a8f-9c9b-88022f61a217,0b0f5fd2-9141-4623-9ab3-7b9414d43046,34a02f6c-83c5-4f49-9d62-0761c17e248e,80a089f9-b24d-40e6-8cd5-c8305e194086,2026-03-20,2026-03-29,2026-03-31,497.11,4473.99,completed,Terry Moreno,248.52,2026-03-16
e756756a-dc26-4c6e-b0f8-72ef5964fbb2,2a04ff3f-9519-4a1a-8315-3684798f5345,25ed9c6c-50c1-4aed-a7cb-50562f4ffc7f,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2025-08-05,2025-08-15,2025-08-15,2034.54,20345.4,completed,,366.38,2025-08-02
a3abb67f-84f1-4fa6-8fbf-94185f2df1d2,62ff3973-e6e5-498c-96e4-248eb59183e3,3aee661c-416e-475e-8c0d-db608c93029d,eb1d9d37-6b47-45c2-9c56-b65d9325975c,2026-02-04,2026-02-27,,940.21,21624.83,cancelled,Maria Rios,505.87,2026-02-03
032e63cf-e1a1-48b7-a9af-cdda1fa020ca,6b567828-70f9-42ea-aa79-c824a239f12b,68d17e85-bfc5-45c6-b9d0-5fe8592a5d70,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-02-11,2025-03-09,2025-03-09,721.96,18770.96,completed,Rachael Spencer,401.29,2025-02-05
33585b78-b521-49f8-8e63-9a353c8a2bb5,4cd3d45f-6184-4db5-b59f-ba7054a54284,ddbd5be4-77a3-49da-9f77-645bc86d3c01,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-04-03,2026-06-26,2026-06-27,357.5,30030.0,completed,Jose Farrell,3398.34,2026-03-31
b3437fd6-5669-48ab-88d4-fabe7dcc78a9,2c6b1689-bda3-4937-9079-0d528e35dbbd,df4f38b9-53b3-46ee-ab94-c3670497d72e,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2024-09-22,2024-10-15,2024-10-15,556.57,12801.11,completed,Shelley Burke,374.27,2024-09-19
8ac42b3f-377c-4dfa-acaa-0558c711bf77,3025331f-701b-4c35-8cf9-a3f2e3f9a422,3a9cde6d-e056-4ade-9d29-f486f14a5d19,fa147dac-5631-4669-b9e0-c9a9086592f6,2024-08-03,2024-08-14,2024-08-14,1891.35,20804.85,completed,Kimberly Cook,196.98,2024-07-29
45092805-4e12-411f-9763-255c6c9b8b00,abd04790-170c-4c35-822f-32406f606ca5,d84af43c-8445-46f9-ad77-aac539092a8d,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2026-03-07,2026-03-19,2026-03-20,538.97,6467.64,completed,Julie Campbell,419.96,2026-03-06
382aab85-7721-4a15-9fc7-899c1d806919,c952a0f2-7625-4b7e-b1c9-927504aba3d2,54411a6d-67c8-4476-8f14-9964722d407e,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-05-29,2025-06-02,2025-06-04,2706.09,10824.36,completed,Douglas Lam,124.6,2025-05-22
04093026-2ca9-48fb-b9fc-4b5eb02d22ca,bba0a92a-9bde-4c8f-869f-eca467215e00,85cad606-dc05-4167-a201-7e5a5c0ff018,fa147dac-5631-4669-b9e0-c9a9086592f6,2025-10-02,2025-10-03,2025-10-03,789.71,789.71,completed,Nicholas Singh,34.03,2025-09-25
c16e0e3b-6f16-44ee-b10a-5b005258215b,b66af76f-48bd-4406-837c-25c442ae34ae,e4c7d5f6-acdd-4e38-bdd2-468471426d0c,5791500c-c684-4c24-a8de-874e8d0411bb,2025-09-06,2025-10-17,2025-10-16,759.82,31152.62,completed,David Martinez,864.43,2025-09-02
02ac807e-a748-4b34-bb0b-3cdd14c1a32e,8afccdd5-a2a5-4249-b270-330d173f26df,3cb8c715-e268-4bba-bf03-53486ae7c127,7b1ae744-a4ad-47c1-8b73-657133cf0956,2024-11-11,2024-11-25,2024-11-25,489.56,6853.84,completed,,593.68,2024-11-07
6b00bb69-066e-4bb5-be34-60e29cf303a2,c83f1960-2dde-43f1-971a-6c8d6cc13c53,afae5247-56ca-4e22-b66c-f8c8145a478f,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-06-13,2026-06-23,2026-06-24,2074.55,20745.5,completed,Patricia Larson,338.3,2026-06-08
673e2909-350e-42ef-b656-a1c09bb0b581,b0cfe83a-9793-4c65-8cc8-0cd6ce6d9bd1,2ab932e1-c4fd-4896-959e-68103ceed44c,6b202a66-258d-4f6c-b283-4197c2de2a1f,2026-01-18,2026-01-19,2026-01-20,1404.64,1404.64,completed,Holly Turner,14.84,2026-01-17
aa208df7-3567-49d4-a916-2f4ea4bd36e5,69807b72-e108-4d02-b81f-379de2691ce0,6eefc392-0b72-48dc-a5c8-10df35c151f3,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2026-04-07,2026-04-11,2026-04-11,1116.06,4464.24,completed,Charles Mcbride,153.09,2026-04-05
361c6e85-88ea-411c-965a-6e668e5a6126,4212e07a-0023-405f-9bf2-105bc07b5250,986ed0de-0337-4696-a3c9-0229d6ce8d66,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2025-05-31,2025-06-04,,1929.14,7716.56,cancelled,Amanda Smith,157.65,2025-05-29
633f6009-2076-4417-b91b-9161b6f8c5a5,4136fcc5-d418-41b8-ae83-3c128d430cf9,9266e553-423b-4eb2-b73d-bb4fc3a7cb5f,12f5e931-0a8f-4acb-80b5-90d9b62c5d6e,2024-12-01,2024-12-05,2024-12-05,642.77,2571.08,completed,Carmen Sullivan,56.92,2024-11-29
de5c4ad5-092a-4228-82c2-b944b09b4748,3d72e7ae-13d1-4ed5-aa94-9ef92f1ed0ab,422807d4-32dd-4b35-8c2a-82f7fdb57773,4ad60986-1a7f-437e-8dae-9e430f78d12e,2025-01-13,2025-02-01,,317.0,6023.0,cancelled,Melissa Adams,852.09,2025-01-06
3fef6469-10b9-4d07-8513-d1cde3ae8c2d,69a242bb-b019-4dae-9df7-31f6202caabe,2fa01f07-a112-44e8-ac5d-57263f3da177,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2026-05-11,2026-06-07,2026-06-07,692.19,18689.13,completed,Cindy Murphy,605.45,2026-05-04
642cbe91-ff13-4534-ade4-3ba2c9381804,a313c410-78f1-412c-a399-2c47a873c2f9,ba5033b1-3a46-463d-b0a5-c4d5b24a7271,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2025-03-16,2025-03-18,2025-03-18,1130.63,2261.26,completed,Sarah Jones DVM,95.66,2025-03-13
56169340-ba31-46e2-bf3b-1d830c4e733e,56293ff7-3050-4f6b-8df0-cef39f0c8800,3e7ebecc-5d5c-4427-b151-3ea728111ecf,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2025-10-23,2025-10-25,2025-10-25,794.03,1588.06,completed,Mariah Roth,49.99,2025-10-22
eca90d4b-2f12-4623-b1bc-d6494b254e41,d0420392-03f3-42b2-92a6-b48642f1eb9f,5bbe024d-be7f-4dea-9af4-446027d6e8b5,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-02-06,2025-02-12,2025-02-13,1089.48,6536.88,completed,Matthew Diaz,290.76,2025-02-02
ac785e45-0703-47de-9e9c-2cd7aa3aef85,f28f4751-3cf3-4c7f-ac99-d9e9df03a0bc,04713cc6-70a5-4613-b316-15a2911c362d,ccab9b1f-614b-4950-b5eb-c05ed5a370e2,2026-03-30,2026-04-04,2026-04-04,1838.68,9193.4,completed,Debra Nixon,143.74,2026-03-25
6c23dbf4-963d-42bc-b2ed-a68a82dab483,62ff3973-e6e5-498c-96e4-248eb59183e3,690ab0be-783e-4fb2-95d2-02bb7a2bc4fc,ca385e25-60e9-4fcd-8c5d-02ad6a78d891,2026-01-08,2026-01-29,2026-02-01,2771.24,58196.04,completed,Anthony Proctor,811.39,2026-01-03
02c63d7a-e25d-4c40-882a-5d3323a4171d,ab04e845-df18-47cc-a8ce-c436e66303d8,4153e144-eafe-4a0d-8a73-fb0e00684dca,6b202a66-258d-4f6c-b283-4197c2de2a1f,2026-07-17,2026-07-21,2026-07-22,432.23,1728.92,completed,Christine Hensley DDS,170.74,2026-07-14
2deb4650-8bf7-4975-a2b5-3a7d6d744ea0,a313c410-78f1-412c-a399-2c47a873c2f9,ddbd5be4-77a3-49da-9f77-645bc86d3c01,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-06-11,2026-06-12,2026-06-12,357.5,357.5,completed,Amanda Salazar,27.86,2026-06-06
cc6f524b-a5ed-4be5-a515-fd43f8926945,fa1aba87-5e36-4b91-8fe6-51843a62ecd6,edd08cfa-27bd-43ea-a9de-619405ee2af8,8832ba77-287a-46a8-bc40-c1192f6e5a06,2025-09-12,2025-11-18,2025-11-18,612.85,41060.95,completed,,463.22,2025-09-10
b923cc00-9142-4b42-9c53-bcbbbd77ac7f,6eff4e51-9b25-4fc1-896e-b88762a13160,0961860c-fcc2-4774-a7c3-024b5bbced09,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2024-11-30,2024-12-10,2024-12-11,1136.34,11363.4,completed,Jamie Williams,176.42,2024-11-26
9b52f957-be98-4545-bf55-09ec248e201d,84428284-9b3a-43cd-a5fd-befb2cf188b7,214a10d4-9121-4f2f-94d1-ed3411e89c8e,22c34c91-27dc-476d-a886-e057e6eeee26,2025-12-27,2026-01-03,2026-01-03,539.12,3773.84,completed,,164.08,2025-12-21
b4a09918-985b-4bde-a05e-537c260ada90,6977c136-837c-44cb-9bf0-0a3ee8532eb4,57c7795e-6fcf-4160-bc8c-b96d21cbee0b,5791500c-c684-4c24-a8de-874e8d0411bb,2025-10-29,2025-11-03,2025-11-03,1563.05,7815.25,completed,John Garcia,34.98,2025-10-26
bcd1acac-c512-409b-b9b0-38314233a686,08205d3f-5e37-43de-aea8-0aca3ee7469d,c5df0010-b24f-4d6f-951e-4b0703f20dfd,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2025-02-11,2025-02-18,2025-02-18,1367.49,9572.43,completed,,295.12,2025-02-07
12167d03-f8a8-4edb-a9c0-ad3410a19213,4236e673-ef5d-4ba1-94df-857605a8084d,d0c23b9c-6b14-4725-a4d2-11a696255f20,8058987a-59d5-48ed-955b-52f9f30f5914,2026-07-03,2026-07-19,2026-07-20,1124.4,17990.4,completed,Brenda Contreras,87.68,2026-07-01
7842de1d-524d-4e23-a609-d36a0abab937,28627096-2515-4248-ae96-230506f08787,aafa3610-ebf7-48be-8799-dec94f9be309,f11a421c-db91-4007-8cd5-1a6be6d5d99c,2026-05-29,2026-05-31,2026-05-30,1621.65,3243.3,completed,Ashley Brady,27.22,2026-05-22
9656cfd1-fbf8-4a55-bb80-a735b79db1ec,b2c31650-b23a-4c34-898a-70205c337192,b6e5bbec-0b71-40db-9828-7d2eaa33b758,9204067a-2c25-4cd7-8f3d-677dce9b85ec,2025-02-08,2025-02-19,2025-02-20,1985.64,21842.04,completed,Jeffrey Crawford,172.66,2025-02-07
3027944c-f97c-42fe-af9a-2dd5f03248c4,0a80258f-0814-4d45-819c-9430ed7647a6,d6404735-7330-4ec0-ab86-55b0da250958,fa147dac-5631-4669-b9e0-c9a9086592f6,2026-05-04,2026-05-12,2026-05-12,452.98,3623.84,completed,Alison Mccall,173.54,2026-04-28
84f5ba1d-26bf-44ba-b5a8-d5bb84ada440,658a2bd5-925b-42d9-823c-60e9272f02b9,4f804537-7460-49be-853b-8bfb688ebf47,5b0b32e2-808a-4b8e-8b76-50566911c4f5,2026-06-18,2026-07-04,2026-07-04,1819.04,29104.64,completed,Joyce Smith,429.77,2026-06-17
451b341e-2d15-4d23-a053-819571b431e5,486f7b67-46cd-4cde-8fcb-3f41afe4fa22,c4b2c196-1129-4ab1-afe7-10c94f191a12,22c34c91-27dc-476d-a886-e057e6eeee26,2025-08-17,2025-09-12,2025-09-12,1758.9,45731.4,completed,Gregory Moyer,454.8,2025-08-12
1251a51f-6625-4629-be7c-161781437493,528d5dc5-fa22-4054-9dfb-5f7a8114c6cd,3aee661c-416e-475e-8c0d-db608c93029d,8832ba77-287a-46a8-bc40-c1192f6e5a06,2024-08-10,2024-09-15,2024-09-16,940.21,33847.56,completed,Christian King,522.07,2024-08-05
f7c5719c-28b0-423e-9ba9-208a4bd32f1b,bba0a92a-9bde-4c8f-869f-eca467215e00,b24c9c55-c9be-4a5c-98ef-c48cf5ad14fb,fa147dac-5631-4669-b9e0-c9a9086592f6,2026-06-22,2026-07-18,2026-07-18,932.76,24251.76,completed,Robert Lee,1056.95,2026-06-15
f5264fd3-1a8e-4320-a17b-4104ca6dd5b4,7225b43f-3e06-47ce-8a9a-fafcacf310b6,e1105589-f4b9-4bbb-a8a8-6fc603567db8,80a089f9-b24d-40e6-8cd5-c8305e194086,2025-09-06,2025-09-07,2025-09-07,3980.04,3980.04,completed,,13.52,2025-09-03
77b2e3d6-5428-427d-991a-8b6ce936f0ae,37b3b1b8-ae9e-44c5-a5cc-4a5d8b3eb007,f7c15745-4bc1-4282-8037-a0ee456cae2b,202284e9-6b1e-482c-9bc4-dbfd429ea13d,2026-02-03,2026-02-24,2026-02-24,461.44,9690.24,completed,Sharon Clarke,763.89,2026-01-29
efe147f1-713d-4da8-a327-b80c9d48a38a,04b23723-2b58-4f4d-adc4-05e0ea43c46c,6c041610-c5e7-42b5-99aa-99375af1b892,fa147dac-5631-4669-b9e0-c9a9086592f6,2026-03-06,2026-03-09,2026-03-12,1375.05,4125.15,completed,Marie Henry,110.6,2026-03-04
6e93164f-e3f4-448c-88ef-02616d02abb4,813bfadf-77e8-4be9-b0c6-16fae77e358c,9e96e240-502d-4c40-93ab-735ed1290c24,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-09-13,2024-09-30,2024-09-30,1261.35,21442.95,completed,,212.61,2024-09-06
3756405c-ffe6-4dc9-baa7-e2567971f824,c6f3db6b-c7d1-4e65-93bc-535cf64e3e62,2f5e6827-9329-4d92-8e02-fc8d70da08a3,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-03-13,2026-03-19,2026-03-19,569.13,3414.78,completed,Christopher Schmidt,241.79,2026-03-06
7f16873f-ded3-40de-9647-1bf9e58ecc2e,a5fcd9c2-0c09-4826-8cf7-928389e787ad,620b4e94-ec7b-4abc-8e70-f3e7fb3b8cda,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2025-11-22,2025-12-22,2025-12-23,780.22,23406.6,completed,David Jacobs,1211.56,2025-11-19
9988925f-57a1-4e02-9ffc-1e654d6fe105,930e80c5-5d08-4519-b58c-256246376e91,5c8918ee-4d30-4993-a733-3dea6ef73fef,4ad60986-1a7f-437e-8dae-9e430f78d12e,2026-05-19,2026-06-20,2026-06-20,1481.34,47402.88,completed,Jose Dawson,482.22,2026-05-12
872750cb-437f-4eee-843a-554b81ff3123,8300e3b8-4e36-4cd0-9094-c6787c5d4fb9,fb8e252b-b60a-4ca7-93ef-511390a4a69b,18e4f8de-b43c-4e3a-a59b-67a0e05c44ba,2026-07-08,2026-07-18,,1377.9,13779.0,cancelled,Eric Estrada,286.48,2026-07-02
16d8268e-5b24-42e5-ab55-21102071f052,76a223e8-47e7-451d-aa7e-11ea4bd8b7fc,afae5247-56ca-4e22-b66c-f8c8145a478f,28b34ddd-1ba6-44ed-b94f-a55e31bb89f4,2024-12-05,2024-12-07,2024-12-07,2074.55,4149.1,completed,Thomas Gonzales,69.28,2024-11-30
