id,name,email,phone,company,address,insurance_risk_score,lifetime_value,total_rentals,is_active,created_at
f6e95077-b010-4354-9b49-bc9b6f6deb5d,Nicole White,escobarkimberly@example.org,712-340-2541,Reynolds-Jones,"848 Martin Shoal
Caseville, CA 87506",95.0,1230.82,18,True,2024-06-18T21:29:34
0a80258f-0814-4d45-819c-9430ed7647a6,Laura Sims,stevenbuchanan@example.org,407.375.6384x55771,Jacobs Group,"9548 Davis Tunnel Suite 768
Christopherburgh, NY 05052",45.5,778.87,17,True,2024-01-16T03:40:21
3d72e7ae-13d1-4ed5-aa94-9ef92f1ed0ab,James Smith,cody93@example.org,+1-706-362-5947,Moore LLC,"18163 Timothy Mission
Mcdonaldside, NM 49828",64.3,170042.1,22,True,2025-05-16T08:08:01
b3dd61ee-5291-46c4-84e8-acaebddc7ed1,Sean Greene,brendamahoney@example.org,+1-933-890-7272x30938,Johnston LLC,"16443 Kari Shoal Suite 967
Jeffreytown, NC 50424",41.1,9285.93,12,True,2024-02-22T11:21:17
6a811073-bf7a-4c4e-98fb-ab063f5c9805,Michael Mccullough,jonesgabrielle@example.org,+1-344-985-2162x6740,"Andrews, Barry and Jackson","6842 Hawkins Squares Suite 711
Williamview, WI 21679",67.1,5111.41,17,True,2024-08-19T21:36:41
df18fe4c-7ed9-4647-9f9e-eaf8a4c7c1a9,Billy Whitney,marykennedy@example.org,294.927.9800x1034,Clarke Group,"7500 Martin Cliffs
Christianhaven, WA 63355",57.2,59703.72,10,True,2025-04-27T20:13:47
95597854-a085-466e-a612-48423db319be,Christopher Sutton,ahays@example.com,570-272-4379x5370,"Wiggins, Mcneil and Wright","9994 Hall Roads Apt. 983
New Crystal, FL 64002",61.2,17378.1,17,True,2026-03-27T16:01:44
3de1dd21-eedf-4ff3-95ef-50dd9fc1147d,Tonya Kirby,dwalker@example.com,001-573-382-6439x7017,"Reed, Chan and Potter","47800 Smith Run
Johnfort, OK 51025",61.4,60527.53,15,True,2023-10-04T10:26:05
d0bda241-2bb1-4a4d-9ebb-a56c96f85c7b,Anthony Evans,lhernandez@example.com,(506)281-6245x058,Parker Ltd,"USCGC Matthews
FPO AA 31077",72.7,4934.8,13,True,2024-12-20T07:20:22
4212e07a-0023-405f-9bf2-105bc07b5250,Jason Long,timothy04@example.com,001-415-978-4015x857,Mitchell-Lee,"78251 Mary Squares
Stevenside, MP 16843",95.0,16881.53,16,True,2026-04-28T19:10:52
d6167d47-7515-46db-9313-a2084b507ebc,Stephanie Blair,michellewagner@example.com,412.226.5905,Frazier-Rivera,"06226 Rogers Harbor
Tylerton, TN 09552",12.7,1903.17,16,True,2024-07-05T23:51:36
23e0230e-4a39-4c08-b9b0-a6f965d67d7e,Shannon Fuller,stephenjohnson@example.net,742-863-7154,Bell Inc,"330 Morrow Orchard
North Margaret, MN 66559",51.3,73482.4,19,True,2026-06-22T04:20:56
b66af76f-48bd-4406-837c-25c442ae34ae,Mary Wallace,erik79@example.net,9528460569,"Ali, Johnson and Fox","2546 Gibson Via Suite 177
West Franciston, PA 80194",28.4,4460.55,11,True,2023-09-28T03:43:13
dadc1591-c166-4ef7-a23b-43a8cb2c1dba,Judith Simon,hsmith@example.org,855.246.7754x3607,Garcia Group,"893 Miranda Plain Apt. 588
North Kelli, MS 57151",92.9,64748.03,7,True,2025-09-20T11:54:00
658a2bd5-925b-42d9-823c-60e9272f02b9,Catherine Morgan,henrylauren@example.com,+1-516-614-2385x0068,"Villanueva, Armstrong and Kennedy","40865 Vicki Squares Suite 683
Lake Amber, SD 97834",62.7,15792.57,13,True,2024-12-18T13:35:07
8e18bd5f-b41a-4396-b73a-ea2c053d6a63,Mary Griffin,nbarajas@example.org,2123726419,"Stone, Hammond and Mcdonald","68152 Thomas Gateway Suite 607
Austinport, SC 30334",60.1,26292.98,14,True,2025-10-08T07:43:51
feb70aa7-dde2-4469-9d0f-22e7187f8fd7,Kim Berry,laurenramos@example.com,(266)913-5722,Rodriguez and Sons,"5988 Allen Village
Taylorborough, PA 75732",67.3,14400.3,11,True,2025-04-24T09:45:19
ce90fa9e-b930-467c-afb9-2c0c3f5a31a8,Michelle Gordon,graymarissa@example.net,593-810-8729x20325,"Harper, Santana and Mendoza","019 Leslie Loop
Jameschester, PA 54837",24.8,154905.17,16,True,2023-12-12T14:51:57
2138c6c8-dd06-4493-96dd-1325c5d121f7,Holly King,phardy@example.net,724.604.6280,"Estrada, Norris and Oconnor","68455 Emily Trace
Melvinberg, MP 95728",68.4,47301.52,18,True,2026-07-14T08:22:17
ebdee9fd-d8e7-4a19-b327-be6d80cab435,William Jones,sarahporter@example.net,+1-685-868-5348,Lawson LLC,"747 Marc Plains
Vaughnmouth, NE 22327",75.3,724.9,14,True,2026-03-16T10:06:59
3e2bc8c1-8cf5-40ff-afa7-fab4570ea542,Colton Johnson,gregorykeith@example.net,+1-596-964-0698x1285,"Murphy, Montoya and Wright","1358 Joseph Ports
Cherylfurt, FL 88325",35.8,2079.07,9,True,2026-07-11T21:00:32
84428284-9b3a-43cd-a5fd-befb2cf188b7,Tammy Montes,edwardwilson@example.net,442.673.9601x741,Pena PLC,"827 Sarah Garden Suite 201
West Jennifer, NE 14347",5.0,9509.74,15,True,2026-06-19T12:56:24
50f7f647-fd6e-4699-96d0-2f4d2c435f9e,Bryan Martin,dylan89@example.net,+1-665-688-9902,Marsh Inc,"USCGC Green
FPO AP 23390",29.5,47836.12,14,True,2025-01-01T05:52:53
6571075a-673b-49e1-ae95-2c30b0df2081,Paula Smith,wrightangela@example.net,(868)968-6906,Gould Group,"9184 Stevens Creek Suite 816
Chapmanmouth, CA 28735",78.8,34971.97,17,True,2025-06-08T06:57:33
cb30a089-6b70-4abd-b732-eb89a8b5902d,Cathy Lara,reyeskyle@example.net,(507)860-6122x243,Reeves LLC,"8636 James Path
Karenfurt, RI 15082",21.3,8892.64,20,True,2026-04-06T03:38:14
cd65fec9-7248-44f5-bcb2-10f5841b02bc,Sonia Patterson,daniellesmith@example.org,+1-324-906-7235x1068,Johnson-Church,"1118 Michael Walk Suite 241
Johnmouth, CT 46671",51.4,140862.77,8,True,2025-10-24T11:03:42
c83f1960-2dde-43f1-971a-6c8d6cc13c53,Cheryl Chapman,martinezveronica@example.net,756.435.6712x2970,"Meza, Ewing and Quinn","949 Patricia Creek Apt. 209
Johnsonbury, IL 70988",42.3,51541.36,16,True,2025-11-01T15:20:53
17a3dd98-8ad3-4bb9-8be0-49f3d54b5163,Douglas Snyder,johnsonwilliam@example.net,(402)404-6796x6502,"Fields, Barry and Smith","437 Barr Cliffs
Dunnberg, OH 67434",47.0,162454.59,14,True,2024-10-25T21:18:39
c9300334-c177-4f75-8b92-06f96c003057,Susan Valdez,evansjoseph@example.com,399-870-7702,"Kennedy, Shelton and Solis","333 Taylor Shores Apt. 518
Garciahaven, FM 17173",61.8,3594.21,21,True,2024-07-20T09:46:02
654dddf4-fb54-4de8-bed2-79ced8278028,Anthony Gray,calhounmichael@example.com,001-661-254-1781,Mccarthy and Sons,"076 Michael Grove
Port Raven, NC 20184",55.6,3692.48,9,True,2026-05-06T10:31:43
7b3f1125-9009-477e-a350-b52a7884ddc7,Chad Burnett,nprice@example.org,834-323-6069,Michael-Mcconnell,"13037 Alexander Highway Suite 144
West Jennifer, OR 66684",37.5,1177.35,13,True,2026-06-03T01:36:31
926a6948-12d2-420d-b960-eaaca6965dbd,Jacob Gonzalez,johnnymurillo@example.com,(325)653-0490x424,Walls Ltd,"216 Jay Mountain
Crystalland, IL 45211",57.1,49569.96,19,True,2024-02-17T22:24:32
4dc709ad-2e2f-4b45-b074-916f303a400a,Monica Torres,marissa16@example.org,3795026727,Boyer-Contreras,"34599 Williams Trafficway
Lindseyside, OR 49877",36.1,81349.79,20,True,2023-10-19T11:31:16
d299015a-a646-4e51-a52e-955471ad806a,Alison David,villamichael@example.com,957.291.3312x212,Lewis-Sims,"PSC 2883, Box 2651
APO AA 06922",64.9,232850.24,12,True,2024-09-08T09:42:03
66ac95a5-e673-4803-b91d-4c51a3e177ec,Kelly Arnold,fmiranda@example.net,001-320-908-8861x050,"Knight, Carr and Jordan","9018 Payne Gateway Suite 994
New Emilyport, VI 69558",62.2,74897.73,14,True,2026-02-09T22:27:44
5bbb14cf-9dad-4bbf-8aed-4e2e30dfeb16,Daniel Bailey,kaitlynchan@example.org,343-352-9425x4528,Collier-Torres,"59353 Benjamin Motorway
East Richardburgh, MA 55299",45.6,69489.24,13,True,2023-10-13T22:58:44
4136fcc5-d418-41b8-ae83-3c128d430cf9,Michael Smith,cardenasmichelle@example.org,626-739-9033,Mills-Rocha,"20862 Sandra Fort
Lake Nancy, IL 13671",72.0,116422.28,18,False,2026-04-06T08:22:12
4aafaf10-24f7-4d03-90f9-189f498d73df,Julia Villa,flynntammy@example.com,(731)203-5945x4146,Larson Group,"7193 Burnett Unions Suite 372
Butlerchester, DE 41584",63.6,24649.42,15,True,2025-11-30T11:42:16
1b90b616-f317-4e8d-80cc-ebc097f2b812,Brian Barry,kellerjames@example.net,(824)729-4465x3281,Nichols-Boyd,"8383 Miller Lock Apt. 490
Hollowayland, CA 91303",43.8,149848.62,9,True,2023-11-19T06:05:32
f2097674-89c1-4f81-8ddc-810c9bf9a0e0,Kristin Powell,wyatt03@example.com,001-628-472-7944x2301,"Johnson, Garcia and Gonzalez","051 Connie Passage Suite 640
Aaronmouth, MA 74866",33.6,17351.14,24,True,2023-10-21T18:40:00
76a223e8-47e7-451d-aa7e-11ea4bd8b7fc,Traci Harrison,guzmanmelissa@example.org,511-622-2531x2382,Brown and Sons,"Unit 5259 Box 1626
DPO AP 93302",91.8,69791.89,13,True,2025-10-25T17:35:51
6beaae34-f8b5-48c9-8cf2-f3ccbacd1bbe,Patricia Gray,nicholas94@example.net,614-503-2044x8639,"Medina, Cline and Hale","91320 Jerry Lights Apt. 190
Lake Melissaview, PW 41080",51.5,29127.76,9,True,2023-08-18T11:00:34
875ba428-18a8-4688-8ae3-6f0274a5017b,Timothy Fernandez Jr.,xavieralvarez@example.com,465.219.0627x895,Singleton-Robertson,"PSC 0060, Box 3458
APO AE 36294",36.5,6225.3,21,True,2024-11-28T09:22:55
3bdc9a49-d23d-462a-81fc-e0a0c85272e3,Alexander Kaufman,rhahn@example.org,+1-328-337-5317x383,"Gonzalez, Lynch and Scott","8020 Ashley Course
New Jessicaport, RI 21673",33.6,4392.78,10,True,2025-01-13T17:04:31
0563024d-7b54-43f3-87f4-cbae099dfd04,Christina Sloan,amy08@example.net,695.676.2433,King-Austin,"351 Michelle Divide
Port Saraton, WV 51538",54.9,86259.29,17,True,2026-05-22T04:00:53
82ea7a64-63ee-4c10-80a6-fdcc7d322da6,Teresa Owens,andrewskimberly@example.com,(826)885-3587,Davila and Sons,"065 Kenneth Islands Apt. 776
Michellemouth, FL 76487",21.0,83778.77,17,True,2025-07-01T11:21:23
8647cf88-b986-493c-a5eb-e2954c813001,Matthew Lucero,shelbyvang@example.org,+1-535-711-5512x4422,Carpenter Ltd,"28108 Nguyen Vista Suite 212
Ashleytown, AK 72434",21.9,4359.7,18,True,2025-06-09T16:16:17
035c0bf2-10b9-4eb6-aa15-b3f44f78f2e4,Roger Morris,evansjoseph@example.org,+1-621-671-3660,"Wright, Green and King","Unit 6515 Box 8830
DPO AA 23625",67.2,5894.01,18,True,2024-08-26T04:08:53
a313c410-78f1-412c-a399-2c47a873c2f9,Michelle Waller,crystal78@example.com,2656019923,"Wallace, Carpenter and Boyle","547 Rogers Mews Apt. 072
Brooketown, FM 86782",46.8,31617.72,15,True,2025-05-17T17:23:29
35e496ab-5e9f-4445-834e-44a70b00f1fa,Joseph Kelly,williamsalyssa@example.net,(588)339-9463x996,Hall Group,"694 Haas Manor
Adamsstad, DC 50329",56.5,68529.89,7,True,2025-04-15T19:22:48
09736450-0e25-4edf-a45e-d720556b1e1f,Brittany Burke,henry27@example.net,808.232.1541,Gonzalez PLC,"53100 Taylor Landing
Kristenberg, ME 59045",33.5,101475.13,13,True,2023-10-31T17:23:45
d0921577-6c43-4887-bb94-765c4c839e80,Megan Prince,kennethstevens@example.net,765-807-8774x3874,Dixon-Jackson,"797 Gray Falls Apt. 364
Melissashire, MA 60198",50.5,49631.41,8,True,2024-07-26T23:19:33
813bfadf-77e8-4be9-b0c6-16fae77e358c,Anna Fernandez,eddie42@example.com,+1-657-525-1032x268,"Davis, Hale and Jackson","Unit 3686 Box 1033
DPO AP 59795",60.0,49383.71,17,True,2026-02-11T15:05:37
c0c51c25-3f97-4979-880b-2c73da0069c5,Michael Gonzales,joel10@example.org,413.456.0130,Newman Group,"40572 Hall Meadows Suite 220
Port Emilyberg, OK 80970",93.8,16243.67,6,True,2026-06-07T13:15:03
0afc5ef1-d838-4cba-848e-160931cb192f,Andrew Frazier,cmcgrath@example.net,504.308.4962x59442,Spencer-Brown,"290 Nancy Fort Apt. 163
Kimberlyport, NV 86676",33.8,21797.68,11,True,2025-07-01T00:05:40
3c7c2248-73d0-4b68-ab2a-0009500b2fc5,William Roberts,owensblake@example.com,948.891.8393x4276,"Thompson, Holmes and Foster","62897 Hernandez Trail Apt. 555
New Luis, TN 58806",56.8,18518.97,16,True,2023-10-24T20:34:03
6b567828-70f9-42ea-aa79-c824a239f12b,Sarah Phelps,donnagallegos@example.net,001-581-574-6775,Moore-Lambert,"PSC 1711, Box 2490
APO AP 91971",87.5,8873.68,19,True,2024-12-23T20:16:08
051f3965-8927-4e21-aa88-d1eaccf7ff9b,Jennifer Brown,smithmegan@example.com,+1-691-323-9500x4124,Rice PLC,"PSC 1786, Box 4291
APO AE 27203",23.6,134950.92,21,True,2024-07-21T04:03:03
2fec9e6e-b82b-481d-ad04-917244574aca,Tabitha Johnson,ybowman@example.net,(382)832-1799x32630,"Lopez, Mccormick and Wright","37414 Stephanie Meadows
Vargasberg, WI 21993",86.6,1336.04,20,True,2024-11-15T07:24:48
694fca20-72e6-47d5-b246-acc57eb09b95,Jane Garcia,santosellen@example.com,(477)701-2114x89834,"Green, West and Moore","2118 Gross Square Suite 301
East Nathan, LA 06991",15.7,175185.43,13,True,2026-03-24T15:22:16
5229355e-2f81-4893-82cc-1a15fb16b26d,Raymond Mullen,john11@example.com,3348792826,"White, Baker and Austin","533 Theresa Mills
Martinmouth, CO 28744",77.1,15969.44,15,True,2025-04-12T21:46:03
4236e673-ef5d-4ba1-94df-857605a8084d,Evan Sanchez,willie84@example.org,+1-485-357-9721x20519,"Kennedy, Lee and Cummings","5425 Berry Plains Suite 086
Matthewstad, SC 78169",28.6,154011.19,20,True,2025-07-20T08:50:09
d4f0e86e-a355-434d-961a-b9597212aea3,Jeffrey Benton,millerjennifer@example.net,+1-760-352-2450,"Lewis, Bailey and Johnson","092 Dennis Parkway
West Charlesburgh, AZ 05021",47.2,55691.48,16,True,2023-11-25T02:31:38
a25f72b5-1730-44fd-b6c7-c769a3920171,Anthony Stewart,howardkelly@example.org,683-406-8602x35978,"Jordan, Anderson and Landry","5475 Mendoza Crossing
Tracyfort, NJ 25125",56.6,36730.52,16,True,2025-07-19T07:35:19
a14deceb-f9b0-4286-a069-9c291a911000,Adam Lee,beckerjustin@example.org,+1-920-447-9371,"Serrano, Jordan and Riley","97401 Mary Rue
North Tonyburgh, MA 05937",35.0,95588.51,18,True,2025-11-19T13:21:48
662051b8-fb78-407a-b951-c5ff0ea3c966,Adrian Mills,middletonmonique@example.net,(731)436-4332x70615,Johnson-Pacheco,"61187 Tamara Way Apt. 706
Scottside, MH 04401",45.0,7194.4,16,True,2025-08-23T03:01:45
5a50c836-ec68-4aeb-9182-abd10c298a3c,Paige Sutton,adrianawilson@example.net,4908213991,"Martinez, Smith and Obrien","370 Denise Terrace
Chelseamouth, MA 93792",69.4,11974.07,16,True,2026-03-06T08:40:07
db1ad761-4a3e-4989-8438-2dd4c3027c12,Stacy Blankenship,leslie60@example.net,+1-325-629-7861x320,"Reyes, Hamilton and Walker","51999 Garza Forges Suite 983
South Stephanie, CO 85371",71.2,24899.09,10,True,2023-08-23T07:23:36
76e7a621-003e-42cc-9f06-fea80a0747ca,Christopher Miller,amiller@example.net,+1-902-488-0248x38314,"Fowler, Hess and Castillo","Unit 2028 Box 3727
DPO AP 56839",14.8,21405.13,14,True,2025-09-01T15:32:55
199ab532-fb75-4ff6-bfbc-e060064f2799,Benjamin Sanchez,srobbins@example.com,(322)262-5467,Turner-Haley,"1437 Laura Crossroad Suite 145
Williamhaven, AS 09529",82.6,99157.03,15,True,2026-03-30T06:53:25
4ecea141-5d6c-46e0-93f0-274c9ede4ec1,Douglas Thornton,thomaschristopher@example.net,346-468-3378x46800,Waters PLC,"0619 Navarro Fall Apt. 294
East Kentview, IL 94788",22.4,130583.14,23,True,2024-07-12T19:22:23
2c6b1689-bda3-4937-9079-0d528e35dbbd,Robert Boyd,jacquelinedaniel@example.net,(395)276-7179x516,Long Group,"28495 Leslie Ranch Suite 850
West Tylermouth, NV 09740",57.7,33924.56,15,True,2026-03-31T15:50:40
f28f4751-3cf3-4c7f-ac99-d9e9df03a0bc,Brian Hall,michaelbrowning@example.com,001-283-816-0614x899,Doyle-Garcia,"Unit 7114 Box 3235
DPO AP 23542",49.3,13731.42,13,True,2024-01-12T10:57:48
a9117ef3-8e70-4b83-9d0f-977338ea94ee,Casey Fuller,zblake@example.com,(326)237-9491x237,Jimenez-Williams,"341 Downs Lakes Suite 567
Henryport, NV 19678",57.3,10037.32,8,True,2026-01-14T15:22:32
c0db902a-4c4a-460d-81d9-b5e8b3c907e5,Carrie Wagner,juarezmarc@example.com,(425)417-8243,Allen-Richards,"707 Anthony Alley
Anthonybury, UT 31621",31.2,32119.06,13,True,2025-06-24T19:58:23
5b32d7b1-04db-48ac-aaf5-d121a60ded76,Jacqueline Miranda,samuelball@example.com,+1-436-835-7942x1279,"Thompson, Perez and Morales","Unit 9075 Box 1017
DPO AE 95265",39.4,9740.59,17,True,2024-08-27T21:58:40
d0420392-03f3-42b2-92a6-b48642f1eb9f,Dr. Lauren Johnson,djohnson@example.org,001-853-973-5945x420,Martin LLC,"68913 Sanchez Common
Port Laurenville, KY 68051",34.1,30881.47,9,True,2025-12-30T19:57:32
ab04e845-df18-47cc-a8ce-c436e66303d8,Kevin Taylor,mariahwilson@example.com,(453)870-8695x675,Johnson-Velez,"USCGC Hines
FPO AP 85547",89.3,2005.29,11,True,2025-07-28T08:46:04
84644143-a02b-4e48-a68d-4989cf2f8d7d,James Harrison,holtdiana@example.net,+1-706-337-7205x552,Merritt and Sons,"613 Tiffany Fall
Garrettbury, MH 69755",50.7,4264.77,19,True,2025-01-09T14:16:00
797a670a-c348-437e-b9f4-75e2b92ba55d,Krista Allen,fernandeznicole@example.org,001-247-697-8851x296,Ross-Anthony,"PSC 7602, Box 1217
APO AE 68127",62.3,10198.98,7,True,2024-03-16T19:45:23
8afccdd5-a2a5-4249-b270-330d173f26df,Stephanie Ramirez MD,timothyharris@example.org,001-579-588-6835x15913,Lee LLC,"09075 Mills Stravenue
New Rachelbury, GA 61037",65.2,33133.13,11,True,2025-01-07T16:56:00
70fc6cc4-7bba-43b6-8cd8-314987426792,Frank Cobb,jaimenorman@example.org,+1-517-397-3077,"Holland, Rogers and Larson","Unit 8978 Box 7938
DPO AA 18691",82.9,1868.65,16,True,2025-02-01T21:36:24
33837d43-76dd-4f9e-b1e3-f1845b7bbc95,Robert Cochran,pnguyen@example.org,932.831.9776,Contreras-Alvarez,"1155 Benson Mill Apt. 493
North Ashley, GU 01877",45.0,112788.34,12,True,2024-01-08T09:53:00
a1e58be3-3048-4742-80d4-9d1aed1da5ec,Lisa Wiggins,david60@example.org,374.931.4513,Rogers-Jackson,"639 Benjamin Valleys Suite 621
Jamesborough, MP 42459",47.4,38030.34,15,True,2025-02-06T21:04:21
fb0c3e25-1d16-4efd-8056-2fdcdd4dd869,Stephanie Perry,olsonashley@example.org,267-793-5888,"Waters, Peterson and Daniel","7377 Robert Circles
Lake Alexandriafurt, UT 64086",30.9,23683.25,12,False,2025-07-11T05:59:12
2d5b73fb-3360-43e3-ac08-cf0358ca5966,Ethan Castro,qdavis@example.com,+1-377-774-6886,"Costa, Chang and Phillips","142 Hall Greens
Cynthiamouth, GU 34383",83.7,77835.45,11,True,2025-02-23T15:41:09
491f1311-7d04-417e-bd66-349490c29ded,Andrew Barrett,jeffrey21@example.net,+1-732-381-7682x411,"Peterson, Perez and Casey","78512 Thomas Rapid Suite 139
Butlerborough, IN 07718",67.6,38512.92,15,True,2025-12-11T19:07:06
e7def941-4235-4802-83bb-ab6146c36cda,Emily Smith,vincenternest@example.net,245.591.4921x87143,Miller and Sons,"9361 Bender Fall Suite 024
Lake Joseville, KY 69414",29.3,16688.11,16,False,2025-05-21T05:58:55
6af897a0-0616-4d81-8467-83711f26ec73,Michelle Nelson,cbrown@example.net,(789)648-7744x77919,"Garcia, Strickland and Gibson","87289 Rich Spur Apt. 423
Port Stephaniemouth, PW 01216",46.2,42289.09,13,True,2025-03-02T02:28:50
f110fe84-2852-439f-b05d-e68449065be4,Jordan Ballard,sarahmendoza@example.net,+1-307-525-7625x50308,"Andrews, Williams and Stafford","323 Tracy Causeway
West Christopherberg, ND 59698",37.0,10324.59,16,True,2025-07-02T03:32:46
